Year,CountyName,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY,State,CN_lb/ac,CN,MN,GN,FN,NS
1999,Wright,1572.6068571428573,294134.9337142857,64.0,0.0,171000.0,168100.0,147.7,162600.0,164000.0,43.0,IA,64.81389733155568,72.7,22.1,146.6,65.6,13.8
2000,Wright,1554.4068571428572,286970.33371428575,64.0,0.0,173000.0,171900.0,155.2,158300.0,158500.0,42.8,IA,64.45641442139943,72.3,21.8,148.2,63.5,9.4
2001,Wright,1529.2045714285716,296266.6891428572,64.0,866.1600000000001,168000.0,166500.0,145.8,162800.0,164000.0,39.7,IA,58.168116986751556,65.2,22.6,139.1,57.4,6.1
2002,Wright,1497.0,322024.0,64.0,3358.0,168300.0,167000.0,172.5,154600.0,155000.0,47.1,IA,57.52641659975052,64.5,25.8,163.8,74.9,1.4
2003,Wright,1457.793142857143,364242.26628571434,64.0,5332.293333333333,176000.0,174500.0,165.6,158200.0,159000.0,34.0,IA,66.9336902697881,75.0,28.5,133.9,40.5,10.1
2004,Wright,1411.5840000000003,422921.488,64.0,6789.039999999999,174000.0,173000.0,186.5,146400.0,147000.0,49.2,IA,65.9801615079244,74.0,34.6,171.9,76.7,13.4
2005,Wright,1370.1748571428573,493197.1897142857,64.0,7728.240000000001,179000.0,177000.0,183.0,144300.0,145000.0,51.1,IA,75.97212127844493,85.2,39.8,173.4,79.6,31.2
2006,Wright,1404.379428571429,545882.5188571429,64.0,8149.893333333333,175000.0,174700.0,181.5,147500.0,148000.0,52.3,IA,66.38569420576096,74.4,44.0,175.9,84.4,26.9
2007,Wright,1526.0,576113.0,64.0,8054.0,197000.0,196300.0,182.4,126300.0,126500.0,51.4,IA,86.16374872128169,96.6,46.2,168.8,70.2,44.2
2008,Wright,1735.0365714285717,583888.6331428572,64.0,7440.56,188500.0,181500.0,164.0,137600.0,138000.0,46.5,IA,82.30639759699504,92.3,46.3,155.4,64.6,47.8
2009,Wright,2031.489142857143,569209.4182857142,64.0,6309.573333333333,180500.0,180000.0,179.0,136600.0,137000.0,52.0,IA,75.80978824694951,85.0,46.3,171.9,78.8,38.2
2010,Wright,2392.304,535809.248,64.0,4775.026666666666,176500.0,173000.0,150.0,138000.0,138500.0,41.7,IA,71.3598144253095,80.0,43.8,141.4,55.8,38.2
2011,Wright,2679.1588571428574,506091.4777142858,64.0,3520.84,185000.0,183600.0,189.9,129200.0,130000.0,53.5,IA,86.942733724912,97.5,41.3,177.7,78.7,39.8
2012,Wright,2869.0,483790.0,64.0,2661.0,190500.0,187400.0,153.7,122400.0,123000.0,45.4,IA,92.1193517446518,103.3,39.6,146.1,57.7,54.5
2013,Wright,2961.8274285714283,468904.81485714286,64.0,2195.506666666667,176500.0,173500.0,168.8,125400.0,126000.0,43.5,IA,78.79260424772899,88.3,39.7,151.1,56.9,33.8
2014,Wright,2957.6411428571428,461435.9222857143,64.0,2124.36,185500.0,183500.0,169.4,127800.0,128500.0,42.7,IA,73.9660575389862,82.9,37.7,149.4,54.2,25.4
2015,Wright,2856.441142857143,461383.32228571427,64.0,2447.56,180000.0,176900.0,198.4,132900.0,133500.0,59.0,IA,74.05842200915019,83.0,37.8,192.8,93.9,21.9
2016,Wright,2658.2274285714284,468747.01485714293,64.0,3165.106666666667,200000.0,198000.0,200.2,120300.0,121000.0,58.8,IA,79.1080487370491,88.7,37.6,187.9,82.7,21.1
2017,Wright,2363.0,483527.0,64.0,4277.0,183000.0,182400.0,206.9,132800.0,133500.0,57.9,IA,80.62939755121867,90.4,39.4,193.7,90.5,26.6
2018,Wright,1970.7588571428573,505723.27771428577,64.0,5783.24,182000.0,179500.0,180.5,128800.0,130500.0,52.6,IA,72.50066765149434,81.3,41.9,172.4,77.6,28.4
2019,Wright,1481.504,535335.848,64.0,7683.826666666667,185500.0,185000.0,197.0,125000.0,126000.0,54.1,IA,73.36751061677933,82.2,44.7,181.0,78.5,24.4
1997,Allamakee,17155.0,69073.0,15244.0,73652.00000000001,74900.0,67300.0,135.3,19500.0,21200.0,45.7,IA,32.200789933904595,36.1,137.9,121.9,32.8,84.9
1998,Allamakee,17968.377142857145,71795.20685714287,14399.678857142859,64471.87999999999,74600.0,68900.0,154.3,22600.0,22800.0,52.6,IA,32.63336078617551,36.6,128.0,142.0,43.5,66.1
1999,Allamakee,18520.565714285713,74214.21028571427,13676.618285714287,56324.11999999998,74000.0,67400.0,151.4,26000.0,26000.0,47.3,IA,35.03426487292718,39.3,117.6,137.6,40.9,60.2
2000,Allamakee,18811.565714285716,76330.01028571429,13074.818285714286,49208.72,73000.0,67200.0,146.6,27900.0,28000.0,47.3,IA,31.52026110395379,35.3,110.0,136.5,43.6,52.4
2001,Allamakee,18841.377142857145,78142.60685714286,12594.278857142857,43125.68,67000.0,60900.0,150.3,31700.0,32000.0,41.0,IA,34.22595760800423,38.4,106.5,133.6,39.8,51.1
2002,Allamakee,18610.0,79652.0,12235.0,38075.0,71000.0,63000.0,158.7,26800.0,27000.0,51.0,IA,27.67829518033824,31.0,102.4,148.0,48.8,34.2
2003,Allamakee,18117.43428571429,80858.18971428572,11996.981714285717,34056.68,71000.0,62000.0,142.7,28800.0,29000.0,31.7,IA,28.590866985671017,32.1,96.1,115.4,21.1,33.9
2004,Allamakee,17363.68,81761.176,11880.224000000002,31070.72,70000.0,63000.0,163.3,29900.0,30000.0,42.6,IA,34.253942356197115,38.4,92.4,141.0,39.5,29.3
2005,Allamakee,16409.365714285716,82535.6022857143,11869.946285714286,29117.120000000003,72000.0,65000.0,177.4,27800.0,28000.0,56.8,IA,33.03828672531548,37.0,89.6,165.3,58.4,19.7
2006,Allamakee,15618.262857142861,84229.32914285715,11877.465142857147,28195.88,69000.0,62100.0,166.2,30700.0,31000.0,48.9,IA,30.002851889220945,33.6,88.2,152.0,51.4,21.2
2007,Allamakee,15051.0,87017.0,11888.0,28307.0,78000.0,71200.0,167.1,23900.0,24000.0,48.4,IA,23.138364672660828,25.9,86.5,145.0,38.4,5.8
2008,Allamakee,14707.577142857144,90898.61485714286,11901.55085714286,29450.480000000003,77000.0,67500.0,170.0,32800.0,33000.0,42.0,IA,30.691652756218517,34.4,81.5,143.9,38.6,10.6
2009,Allamakee,14587.994285714285,95874.17371428572,11918.117714285716,31626.32,83000.0,73500.0,179.6,30400.0,30500.0,45.5,IA,24.39253966305234,27.3,81.6,151.4,39.6,-2.9
2010,Allamakee,14681.679999999998,101536.45599999999,11942.864,34609.200000000004,86000.0,79500.0,175.8,32400.0,32500.0,52.2,IA,24.741930255102456,27.7,81.7,157.6,50.4,2.2
2011,Allamakee,14925.205714285714,105442.13828571427,12006.770285714287,37047.200000000004,92500.0,86900.0,173.3,29700.0,29900.0,52.1,IA,41.64937307583083,46.7,82.0,152.8,44.7,20.6
2012,Allamakee,15308.0,107184.0,12115.0,38715.0,96500.0,83300.0,153.6,30400.0,30500.0,52.2,IA,30.7322964825488,34.5,81.1,143.4,44.1,16.3
2013,Allamakee,15830.062857142855,106762.04114285712,12267.55314285714,39612.6,88500.0,78100.0,162.1,31500.0,31700.0,50.7,IA,30.13843542098179,33.8,87.0,148.3,46.3,18.8
2014,Allamakee,16491.394285714287,104176.2617142857,12464.429714285714,39740.0,94500.0,80400.0,175.6,30400.0,30600.0,50.6,IA,31.223010189216073,35.0,84.2,154.1,42.8,7.9
2015,Allamakee,17291.994285714285,99426.6617142857,12705.629714285713,39097.2,90000.0,82400.0,175.4,34400.0,34600.0,54.1,IA,33.44408656781729,37.5,84.4,160.2,53.9,15.6
2016,Allamakee,18231.86285714286,92513.24114285715,12991.153142857143,37684.2,92000.0,76700.0,205.1,31800.0,32200.0,56.8,IA,34.90810404874656,39.1,83.8,179.0,54.1,-2.0
2017,Allamakee,19311.0,83436.0,13321.0,35501.0,91500.0,76100.0,190.5,34500.0,34700.0,52.6,IA,35.35195910879021,39.6,80.8,167.7,51.1,3.8
2018,Allamakee,20529.405714285716,72194.9382857143,13695.170285714286,32547.6,93500.0,73700.0,198.4,32400.0,32700.0,52.8,IA,33.05005276807741,37.0,78.5,171.5,48.4,-7.6
2019,Allamakee,21887.08,58790.056,14113.664,28824.000000000007,97500.0,83200.0,187.2,32400.0,32700.0,52.8,IA,33.310334088089355,37.3,73.0,163.5,47.0,-6.2
1997,Black Hawk,3638.0,169969.0,1476.0,31367.66666666667,137900.0,135500.0,138.5,112400.0,113500.0,48.2,IA,59.10985943923394,66.3,30.4,150.1,73.2,19.8
1998,Black Hawk,3620.4857142857145,170184.4045714286,1413.4445714285714,25501.199999999997,146900.0,144500.0,146.7,114400.0,114900.0,52.5,IA,58.292759450773396,65.3,27.2,160.5,81.3,13.3
1999,Black Hawk,3605.6285714285714,169441.60685714285,1361.566857142857,20429.8,139000.0,136700.0,152.4,118800.0,119000.0,50.7,IA,57.36575975641608,64.3,25.8,161.9,81.0,9.2
2000,Black Hawk,3593.4285714285716,167740.60685714285,1320.366857142857,16153.466666666667,140000.0,137700.0,144.0,116600.0,117000.0,45.9,IA,53.639233123511076,60.1,24.2,148.3,68.1,4.1
2001,Black Hawk,3583.885714285714,165081.40457142857,1289.8445714285713,12672.2,135000.0,132600.0,162.7,118700.0,120000.0,46.1,IA,52.37146047502756,58.7,22.9,157.3,70.9,-4.8
2002,Black Hawk,3577.0,161464.0,1270.0,9986.0,135000.0,133000.0,176.7,115400.0,116000.0,51.4,IA,51.47706459338466,57.7,22.0,172.9,82.9,-10.3
2003,Black Hawk,3572.7714285714287,156888.39314285715,1260.8331428571428,8094.866666666668,139000.0,136500.0,151.3,113500.0,114000.0,24.7,IA,57.249681490163006,64.2,20.7,109.5,15.8,-8.8
2004,Black Hawk,3571.2,151354.58400000003,1262.344,6998.799999999999,140000.0,138000.0,178.1,111500.0,112000.0,50.6,IA,58.348110596338906,65.4,19.9,170.3,77.8,-7.2
2005,Black Hawk,3581.4285714285716,145760.01485714287,1269.7748571428572,6697.8,146000.0,144000.0,180.7,107800.0,108500.0,54.4,IA,65.68910154824455,73.6,19.1,176.8,83.4,-0.7
2006,Black Hawk,3658.314285714286,145489.33942857146,1254.5794285714287,7191.866666666667,140500.0,139400.0,185.5,109700.0,110500.0,53.4,IA,60.36602275849631,67.7,19.5,178.1,83.7,-7.2
2007,Black Hawk,3811.0,151440.0,1212.0,8481.0,160000.0,158500.0,176.7,90400.0,90500.0,52.8,IA,67.68817022939523,75.9,20.6,165.9,67.5,-1.9
2008,Black Hawk,4039.485714285715,163611.9965714286,1142.0365714285717,10565.2,143500.0,139000.0,165.0,105500.0,106000.0,50.0,IA,74.62668891840924,83.7,22.7,162.3,73.0,17.1
2009,Black Hawk,4343.771428571429,182005.32914285717,1044.6891428571428,13444.466666666665,151500.0,148500.0,173.2,97400.0,98000.0,47.5,IA,59.59153529970596,66.8,25.6,158.5,62.2,-3.9
2010,Black Hawk,4698.280000000001,205271.464,927.3439999999999,16883.13333333333,147000.0,144000.0,170.4,102000.0,102500.0,52.2,IA,62.749399184559785,70.3,29.2,167.0,75.5,8.0
2011,Black Hawk,4949.548571428571,225319.19885714288,834.318857142857,19467.2,157000.0,155800.0,186.1,92400.0,93000.0,55.7,IA,81.29993942566216,91.1,32.1,175.8,75.4,22.8
2012,Black Hawk,5072.0,240800.0,773.0,20961.0,155500.0,152500.0,126.4,93500.0,94000.0,44.5,IA,75.56679393964198,84.7,34.2,130.8,53.5,41.6
2013,Black Hawk,5065.634285714285,251713.86742857145,743.3874285714285,21364.533333333333,147500.0,140800.0,166.1,94900.0,95500.0,47.2,IA,71.22932553105056,79.8,36.3,155.3,61.6,22.4
2014,Black Hawk,4930.4514285714295,258060.80114285715,745.4811428571428,20677.800000000003,148500.0,145200.0,165.2,95700.0,96600.0,49.2,IA,61.05669071649512,68.4,36.3,157.9,66.0,12.8
2015,Black Hawk,4666.451428571429,259840.80114285715,779.2811428571428,18900.8,145500.0,143400.0,192.9,98900.0,99300.0,56.0,IA,64.77198230351011,72.6,35.8,182.9,82.9,8.4
2016,Black Hawk,4273.634285714286,257053.86742857145,844.7874285714286,16033.533333333333,154000.0,152100.0,206.4,89300.0,90200.0,61.8,IA,69.1580902741601,77.5,34.4,194.7,87.0,4.2
2017,Black Hawk,3752.0,249700.0,942.0,12076.0,143500.0,142200.0,209.2,93600.0,94200.0,59.5,IA,70.49289778464784,79.0,32.9,195.1,88.5,5.3
2018,Black Hawk,3101.5485714285714,237779.19885714288,1070.9188571428572,7028.199999999999,146500.0,142500.0,206.2,92500.0,93400.0,58.4,IA,63.46801575863113,71.1,29.3,191.5,84.6,-6.5
2019,Black Hawk,2322.28,221291.46399999998,1231.544,890.133333333335,147000.0,145100.0,205.1,88700.0,89600.0,51.9,IA,64.21492000762373,72.0,25.4,179.0,69.0,-12.6
1997,Bremer,4001.0,88325.0,5317.0,26747.833333333343,111800.0,108800.0,145.6,84500.0,85500.0,48.6,IA,59.61508615811666,66.8,30.5,152.1,71.2,16.4
1998,Bremer,3732.870857142858,101681.29371428573,5124.216,23241.559999999998,112500.0,109800.0,157.9,85800.0,86200.0,53.7,IA,59.31444213125441,66.5,30.0,167.0,83.2,12.7
1999,Bremer,3550.5062857142857,112264.34057142856,4906.223999999999,20199.639999999992,112000.0,107800.0,162.6,88100.0,89000.0,52.0,IA,59.3307580947876,66.5,29.3,166.9,80.9,9.8
2000,Bremer,3453.906285714286,120074.14057142858,4663.023999999999,17622.073333333334,113000.0,108600.0,151.3,90800.0,91000.0,52.8,IA,59.84981966018677,67.1,28.4,164.5,83.4,14.4
2001,Bremer,3443.070857142857,125110.6937142857,4394.615999999999,15508.860000000002,108000.0,103800.0,161.0,94500.0,95000.0,44.6,IA,51.15377174483405,57.3,28.0,153.9,66.8,-1.8
2002,Bremer,3518.0,127374.0,4101.0,13860.0,116000.0,113000.0,184.1,88800.0,89000.0,52.5,IA,53.05838396814134,59.5,27.0,175.8,80.5,-8.8
2003,Bremer,3678.693714285714,126864.05942857143,3782.176,12675.493333333336,115000.0,112000.0,152.7,88600.0,89000.0,23.7,IA,58.86330986022949,66.0,26.4,108.2,12.9,-2.9
2004,Bremer,3925.152,123580.872,3438.1440000000002,11955.339999999998,117500.0,114500.0,184.5,84600.0,85000.0,49.7,IA,59.24489577611288,66.4,25.8,169.5,71.4,-5.9
2005,Bremer,4226.530285714286,118558.12457142856,3090.1519999999996,11699.54,119000.0,116000.0,193.0,84100.0,84500.0,58.8,IA,66.5078297721015,74.6,24.8,189.2,91.1,1.3
2006,Bremer,4397.761142857144,117997.9382857143,2865.688,11908.093333333332,117000.0,114900.0,183.1,84100.0,84500.0,52.1,IA,63.372603787316216,71.0,25.0,173.1,76.8,-0.3
2007,Bremer,4408.0,122934.0,2786.0,12581.0,135500.0,133000.0,181.4,65900.0,66000.0,54.1,IA,73.33821943071153,82.2,25.8,167.0,63.5,4.5
2008,Bremer,4257.246857142858,133366.30971428572,2851.0880000000006,13718.26,125500.0,120500.0,161.0,76100.0,76500.0,45.0,IA,74.7396444744534,83.8,27.5,148.1,54.8,18.0
2009,Bremer,3945.5017142857146,149294.86742857145,3060.952,15319.873333333333,122000.0,118500.0,188.9,74500.0,76000.0,51.0,IA,61.6093262301551,69.1,30.7,170.6,68.0,-2.8
2010,Bremer,3510.8720000000003,169252.272,3383.5840000000003,17266.086666666666,124500.0,121000.0,174.6,73200.0,73500.0,52.7,IA,71.39954890145196,80.0,34.0,166.1,69.2,17.1
2011,Bremer,3182.002285714286,184434.1165714286,3626.9360000000006,18838.38,130000.0,126900.0,196.5,68100.0,68600.0,56.0,IA,86.7617273595598,97.3,36.4,178.9,70.6,25.4
2012,Bremer,2997.0,193373.0,3759.0,19917.0,132500.0,128400.0,133.3,65900.0,66200.0,46.7,IA,88.77861070632935,99.5,38.0,133.4,51.3,55.4
2013,Bremer,2955.8651428571425,196068.9222857143,3779.776,20501.946666666667,126500.0,123000.0,175.1,68600.0,68900.0,49.9,IA,77.87615140279134,87.3,39.2,160.2,60.4,26.7
2014,Bremer,3058.5977142857146,192521.88342857145,3689.2640000000006,20593.220000000005,124500.0,121800.0,159.0,74400.0,74800.0,48.2,IA,69.8951323164834,78.4,38.0,151.8,60.8,25.4
2015,Bremer,3305.197714285714,182731.88342857143,3487.464,20190.82,123000.0,119700.0,203.1,75100.0,75400.0,59.4,IA,69.65916355450948,78.1,36.8,191.0,84.6,8.5
2016,Bremer,3695.665142857143,166698.9222857143,3174.376,19294.74666666667,129000.0,127000.0,210.6,67100.0,68600.0,62.1,IA,74.3889832496643,83.4,34.6,194.5,82.4,5.9
2017,Bremer,4230.0,144423.0,2750.0,17905.0,120000.0,117000.0,212.7,74700.0,75200.0,56.8,IA,75.84612006611295,85.0,31.6,191.4,80.4,5.6
2018,Bremer,4908.202285714286,115904.11657142857,2214.336,16021.579999999998,124000.0,119900.0,212.4,67400.0,68300.0,57.3,IA,68.31634505589803,76.6,27.5,189.5,75.0,-10.4
2019,Bremer,5730.272,81142.272,1567.3839999999996,13644.486666666668,127500.0,125400.0,212.5,62600.0,63000.0,52.5,IA,69.11584904458788,77.5,22.2,180.2,61.3,-19.2
1997,Buchanan,5650.0,189445.0,3867.0,0.0,165000.0,161000.0,137.3,114800.0,116500.0,48.2,IA,66.4747177375542,74.5,21.6,145.7,67.1,17.5
1998,Buchanan,5268.699428571429,174210.50171428573,3555.1302857142864,0.0,166700.0,164800.0,147.3,115600.0,115900.0,53.1,IA,65.41268971202138,73.3,19.8,158.3,77.3,12.1
1999,Buchanan,4943.249142857142,164577.25257142857,3307.395428571428,0.0,151000.0,149200.0,152.2,121900.0,122000.0,49.1,IA,62.27242339836372,69.8,19.4,157.1,74.6,6.7
2000,Buchanan,4673.649142857143,160545.2525714286,3123.795428571429,0.0,152000.0,149900.0,140.6,124800.0,125000.0,45.6,IA,64.33753562759567,72.1,18.5,146.0,66.8,11.4
2001,Buchanan,4459.899428571428,162114.50171428573,3004.3302857142858,5326.960000000001,148000.0,145300.0,166.6,130300.0,131000.0,44.9,IA,54.58336425613571,61.2,20.0,156.4,67.7,-7.5
2002,Buchanan,4302.0,169285.0,2949.0,14349.0,157000.0,154000.0,183.1,120400.0,121000.0,49.3,IA,56.61373905559162,63.5,23.4,169.2,73.1,-9.2
2003,Buchanan,4199.950857142857,182056.74742857146,2957.8045714285718,21749.493333333336,160000.0,156500.0,159.4,116500.0,117000.0,25.9,IA,63.39737269642589,71.1,26.9,115.3,17.5,0.2
2004,Buchanan,4153.7519999999995,200429.74400000004,3030.7440000000006,27528.439999999995,167000.0,164500.0,163.0,108700.0,110000.0,45.2,IA,64.04158684447572,71.8,30.4,150.1,57.9,10.0
2005,Buchanan,4169.793142857143,223685.66057142857,3152.923428571429,31685.84,171000.0,167000.0,178.7,104800.0,105500.0,53.6,IA,68.31808480063637,76.6,33.9,170.3,73.0,13.2
2006,Buchanan,4286.412571428572,247514.5222857143,3234.9737142857152,34221.693333333336,168000.0,166200.0,180.8,106000.0,106500.0,52.6,IA,68.07879068563273,76.3,37.1,169.9,72.1,15.6
2007,Buchanan,4510.0,271198.0,3262.0,35136.0,197500.0,194900.0,173.9,76900.0,77000.0,50.7,IA,78.8486817747682,88.4,39.7,154.1,49.3,23.3
2008,Buchanan,4840.55542857143,294736.09371428576,3234.0022857142862,34428.76,179500.0,171500.0,167.0,95900.0,96500.0,46.5,IA,81.98267829811181,91.9,41.4,151.1,53.5,35.7
2009,Buchanan,5278.078857142858,318128.80342857144,3150.9805714285717,32099.973333333335,187000.0,182500.0,170.5,94900.0,95000.0,44.0,IA,64.63538698049692,72.5,42.0,147.9,47.0,13.6
2010,Buchanan,5787.472000000001,340789.22400000005,3020.5840000000003,28418.146666666667,190500.0,187500.0,167.5,90500.0,91500.0,50.5,IA,84.69870875431941,94.9,43.0,154.4,56.6,40.1
2011,Buchanan,6158.145142857144,359195.9245714286,2888.707428571429,24994.32,203000.0,201000.0,187.0,79000.0,79500.0,55.1,IA,108.21433580838718,121.3,43.5,166.3,56.1,54.6
2012,Buchanan,6355.0,372762.0,2763.0,22097.0,205500.0,202000.0,140.4,80400.0,80800.0,47.1,IA,102.2324456015786,114.6,43.2,132.1,44.1,69.8
2013,Buchanan,6378.036571428571,381487.45028571424,2643.461714285714,19726.18666666667,198000.0,195000.0,168.8,79000.0,79300.0,49.2,IA,95.40575782021324,106.9,44.6,150.0,47.9,49.4
2014,Buchanan,6227.254857142858,385372.2754285715,2530.0925714285713,17881.880000000005,192500.0,190400.0,169.3,87000.0,87700.0,49.5,IA,84.50772207909888,94.7,43.7,152.9,52.9,38.4
2015,Buchanan,5902.6548571428575,384416.4754285714,2422.8925714285715,16564.079999999998,191500.0,187200.0,191.6,85400.0,85700.0,57.7,IA,89.02314318143405,99.8,43.5,175.3,66.0,34.0
2016,Buchanan,5404.236571428572,378620.05028571433,2321.8617142857147,15772.786666666667,197500.0,192500.0,205.6,77500.0,77700.0,60.2,IA,95.32482478382823,106.9,42.7,182.9,64.1,30.8
2017,Buchanan,4732.0,367983.0,2227.0,15508.0,187000.0,182600.0,221.3,84800.0,85300.0,55.9,IA,97.33200400216239,109.1,41.7,188.2,63.8,26.4
2018,Buchanan,3885.9451428571433,352505.3245714286,2138.3074285714288,15769.720000000001,189500.0,184900.0,207.1,82000.0,82600.0,57.2,IA,87.4617039187924,98.0,40.0,181.9,64.0,20.1
2019,Buchanan,2866.072,332187.024,2055.7839999999997,16557.94666666667,195000.0,190300.0,218.9,72500.0,73100.0,55.2,IA,88.50167985014863,99.2,38.4,182.9,54.5,9.2
1997,Chickasaw,6433.0,127832.0,5767.0,0.0,123300.0,117200.0,142.0,97800.0,98800.0,45.8,IA,63.197851675528064,70.8,22.7,147.0,66.3,12.8
1998,Chickasaw,6029.148571428573,122699.20228571429,5554.8182857142865,1785.960000000001,128400.0,124300.0,150.0,100800.0,101100.0,48.0,IA,63.48943863385989,71.2,21.7,153.9,70.9,9.9
1999,Chickasaw,5694.422857142857,121311.80342857142,5344.2274285714275,8651.039999999995,128000.0,124100.0,152.4,106900.0,107000.0,46.5,IA,63.27474704789527,70.9,23.3,153.3,69.6,10.5
2000,Chickasaw,5428.822857142858,123669.80342857142,5135.227428571429,14805.573333333337,131000.0,126300.0,144.4,103700.0,104000.0,50.4,IA,62.08458304699556,69.6,25.5,156.5,77.0,15.6
2001,Chickasaw,5232.348571428571,129773.20228571427,4927.818285714286,20249.559999999998,120000.0,115300.0,140.3,112300.0,113000.0,34.8,IA,51.5893618736738,57.8,28.1,126.5,43.5,2.9
2002,Chickasaw,5105.0,139622.0,4722.0,24983.0,126400.0,120500.0,172.6,101800.0,102000.0,49.7,IA,53.76275149686837,60.3,31.3,167.3,76.0,0.3
2003,Chickasaw,5046.777142857143,153216.19657142856,4517.772571428572,29005.893333333333,126000.0,119000.0,146.6,105600.0,106000.0,23.1,IA,61.05327964123384,68.4,33.5,104.3,12.1,9.7
2004,Chickasaw,5057.68,170555.79200000002,4315.136,32318.239999999998,132000.0,127000.0,175.0,99700.0,100000.0,44.8,IA,62.762827155030806,70.4,36.5,157.4,61.9,11.4
2005,Chickasaw,5120.782857142857,190607.42742857145,4118.139428571429,34920.04,132000.0,127000.0,187.2,98900.0,99500.0,57.3,IA,68.6112299789617,76.9,39.5,185.9,90.8,21.3
2006,Chickasaw,5134.531428571429,207170.9497142858,3951.0777142857155,36811.293333333335,131500.0,127800.0,174.6,99500.0,100000.0,50.0,IA,64.42963927469135,72.2,41.8,166.9,74.2,21.3
2007,Chickasaw,5082.0,219213.0,3818.0,37992.0,152000.0,147000.0,168.8,81100.0,81200.0,50.4,IA,76.75248661747685,86.0,43.1,157.7,60.6,32.0
2008,Chickasaw,4963.188571428573,226733.57828571435,3718.9062857142862,38462.16,142000.0,135500.0,159.0,94200.0,94500.0,45.0,IA,77.63439121952763,87.0,43.3,148.9,57.9,39.3
2009,Chickasaw,4778.097142857143,229732.6845714286,3653.7965714285715,38221.77333333333,145500.0,136500.0,169.3,93900.0,95000.0,46.5,IA,66.68560044559432,74.8,42.6,155.9,60.4,21.9
2010,Chickasaw,4549.28,228889.752,3613.376,37340.18666666666,147000.0,142000.0,182.0,90900.0,91200.0,54.0,IA,69.58135166874638,78.0,42.5,172.9,74.1,21.7
2011,Chickasaw,4412.062857142857,228281.37942857144,3541.8754285714285,36233.48,152500.0,149900.0,188.8,88300.0,88900.0,51.4,IA,88.08289977650584,98.7,41.3,170.0,66.1,36.1
2012,Chickasaw,4389.0,228587.0,3430.0,34971.0,160000.0,152400.0,125.8,81700.0,82000.0,43.5,IA,87.17492850032853,97.7,40.7,126.0,46.3,58.7
2013,Chickasaw,4480.091428571429,229806.61371428572,3277.7497142857137,33552.74666666667,141000.0,132600.0,171.8,82400.0,82700.0,47.2,IA,77.35788529007523,86.7,43.5,156.3,57.9,31.8
2014,Chickasaw,4685.337142857143,231940.2205714286,3085.1245714285715,31978.72000000001,154000.0,148400.0,157.6,86600.0,87000.0,46.6,IA,74.33468634993942,83.3,40.0,147.6,55.4,31.1
