Year,CountyName,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY,State,CN_lb/ac,CN,MN,GN,FN,NS
2019,Boone,2804.8484210526317,123624.63999999998,0.0,9588.973333333335,163500.0,161700.0,194.8,100800.0,101500.0,53.2,IA,71.1579893456565,79.8,16.0,176.8,72.4,-8.6
1997,Dallas,6588.0,57043.0,98.0,12158.000000000004,130700.0,129400.0,139.2,132200.0,134100.0,43.1,IA,60.73704885443052,68.1,12.7,144.7,68.1,4.2
1998,Dallas,7654.5,52168.73028571429,101.0,11529.759999999998,137600.0,136400.0,148.7,124400.0,124800.0,48.7,IA,61.368893817067146,68.8,12.7,157.6,78.4,2.3
1999,Dallas,7654.5,48602.79542857143,101.0,10988.239999999996,129000.0,127800.0,156.7,121800.0,122000.0,43.6,IA,57.961750527222954,65.0,12.7,151.0,66.7,-6.6
2000,Dallas,7654.5,46345.19542857143,101.0,10533.439999999999,131000.0,129600.0,144.3,121800.0,122000.0,44.3,IA,60.10985725124677,67.4,12.3,147.5,68.0,0.2
2001,Dallas,7654.5,45395.93028571429,101.0,10165.360000000002,126000.0,124500.0,135.6,125300.0,126000.0,38.9,IA,55.64891730745634,62.4,12.1,134.0,55.9,-3.6
2002,Dallas,7654.5,45755.0,101.0,9884.0,127000.0,124500.0,154.2,119100.0,120000.0,43.6,IA,50.44184703628222,56.5,12.3,150.1,66.7,-14.6
2003,Dallas,7654.5,47422.404571428575,101.0,9689.360000000002,129000.0,126000.0,147.6,118500.0,119000.0,32.1,IA,55.892320811748505,62.7,12.3,123.3,36.0,-12.3
2004,Dallas,7654.5,50398.144,101.0,9581.439999999999,127000.0,126000.0,189.6,117500.0,118000.0,53.2,IA,58.76521499454975,65.9,12.7,183.2,91.1,-13.5
2005,Dallas,7654.5,54346.203428571425,101.0,9560.24,133000.0,132000.0,181.7,113000.0,113500.0,58.2,IA,64.4377426803112,72.2,13.0,188.0,99.5,-3.3
2006,Dallas,7654.5,57250.49371428572,101.0,9625.76,128000.0,127000.0,164.3,115100.0,115500.0,49.3,IA,57.747297336657844,64.7,13.5,164.7,79.7,-6.8
2007,Dallas,7654.5,58775.0,101.0,9778.0,144000.0,142500.0,167.5,96900.0,97100.0,53.7,IA,64.03166338801384,71.8,13.9,167.4,77.3,-4.4
2008,Dallas,7654.5,58919.72228571429,101.0,10016.96,135000.0,131000.0,171.0,107900.0,108500.0,47.0,IA,68.55507737894852,76.9,13.8,160.8,69.3,-0.8
2009,Dallas,7654.5,57684.66057142857,101.0,10342.64,137000.0,136500.0,183.7,106700.0,107000.0,54.5,IA,60.72483182450136,68.1,13.8,179.3,86.0,-11.4
2010,Dallas,7654.5,55533.384000000005,101.0,10753.199999999999,138500.0,137500.0,141.9,107600.0,108000.0,49.8,IA,53.771947694321476,60.3,13.6,153.1,74.8,-4.4
2011,Dallas,7654.5,55247.30742857143,101.0,11237.6,139500.0,138600.0,172.1,103300.0,104000.0,52.2,IA,69.14020323629181,77.5,13.9,169.0,78.5,0.9
2012,Dallas,8721.0,57290.0,104.0,11794.0,151000.0,148600.0,129.0,92100.0,92500.0,40.1,IA,77.50449362148841,86.9,14.9,125.0,44.9,21.7
2013,Dallas,7654.5,61661.46171428572,101.0,12422.4,144000.0,141600.0,145.3,94000.0,94500.0,41.7,IA,70.5867388707896,79.1,15.3,136.3,50.3,8.4
2014,Dallas,7654.5,68361.69257142858,101.0,13122.8,141000.0,139900.0,195.5,99700.0,100500.0,52.5,IA,62.943970373521246,70.6,16.0,178.6,77.1,-14.9
2015,Dallas,7654.5,77390.69257142856,101.0,13895.199999999999,137000.0,133500.0,182.4,103200.0,104000.0,55.1,IA,59.840933879837394,67.1,17.2,179.6,86.1,-9.2
2016,Dallas,7654.5,88748.46171428573,101.0,14739.6,145500.0,143400.0,204.0,97100.0,97400.0,58.7,IA,63.79674397719403,71.5,18.5,192.1,87.8,-14.3
2017,Dallas,7654.5,102435.0,101.0,15656.0,135500.0,133000.0,187.2,103400.0,104000.0,54.6,IA,64.9873101003468,72.9,20.5,180.8,85.4,-2.0
2018,Dallas,7654.5,118450.30742857144,101.0,16644.4,132000.0,129800.0,174.0,101200.0,103000.0,52.8,IA,58.61928419210017,65.7,23.0,172.0,81.9,-1.4
2019,Dallas,7654.5,136794.38400000002,101.0,17704.800000000003,131000.0,129200.0,195.0,101800.0,103000.0,54.4,IA,59.29752157752713,66.5,25.4,184.0,86.1,-6.0
1997,Grundy,4418.0,155441.0,745.0,15332.83333333333,155800.0,154400.0,143.0,140100.0,141300.0,50.4,IA,66.52160715173792,74.6,19.7,158.7,82.8,18.4
1998,Grundy,4187.998857142858,147625.59085714287,747.3965714285714,14354.839999999997,154300.0,153600.0,149.2,139300.0,139600.0,51.7,IA,65.61789432572729,73.6,18.9,163.8,86.0,14.7
1999,Grundy,3986.8982857142855,144011.5862857143,737.094857142857,13559.959999999994,155000.0,154000.0,139.3,143900.0,144000.0,52.2,IA,64.77961377744322,72.6,18.0,161.9,88.5,17.2
2000,Grundy,3814.6982857142857,144598.98628571432,714.0948571428571,12948.193333333335,155000.0,153500.0,146.5,142600.0,143000.0,48.1,IA,66.88507503933377,75.0,17.8,156.0,77.5,14.3
2001,Grundy,3671.398857142857,149387.79085714286,678.3965714285713,12519.539999999999,153000.0,151500.0,149.9,145200.0,146000.0,48.1,IA,55.792265291567205,62.5,17.9,158.0,78.9,1.3
2002,Grundy,3557.0,158378.0,630.0,12274.0,154000.0,151500.0,181.5,142400.0,143000.0,53.7,IA,59.49211568008234,66.7,18.6,181.3,92.4,-3.6
2003,Grundy,3471.501714285714,171569.61371428572,568.9051428571429,12211.573333333332,156000.0,153500.0,172.6,139400.0,140000.0,36.7,IA,65.17343992068444,73.1,19.7,142.2,47.3,-2.1
2004,Grundy,3414.904,188962.63200000004,495.11199999999997,12332.259999999998,154500.0,153500.0,190.6,137600.0,138000.0,54.2,IA,65.98186177383235,74.0,21.3,184.7,91.8,2.4
2005,Grundy,3386.1462857142856,209220.7302857143,413.9988571428571,12636.06,157000.0,156000.0,189.9,132900.0,133500.0,59.5,IA,77.37274118117344,86.7,23.2,193.8,102.6,18.7
2006,Grundy,3378.8651428571434,224325.9611428572,357.8354285714286,13122.973333333335,153500.0,152800.0,176.8,136000.0,136500.0,56.4,IA,70.28037257253388,78.8,24.6,183.6,97.2,17.0
2007,Grundy,3392.0,232942.0,332.0,13793.0,174500.0,173100.0,176.0,117800.0,118000.0,57.0,IA,91.87741206604757,103.0,25.3,176.9,84.6,36.0
2008,Grundy,3425.5508571428572,235068.84685714293,336.49257142857147,14646.140000000001,161500.0,154000.0,181.0,130300.0,131500.0,53.5,IA,87.52494783754702,98.1,25.7,178.2,85.6,31.2
2009,Grundy,3479.517714285714,230706.50171428573,371.3131428571429,15682.393333333333,163500.0,161000.0,178.0,122800.0,126000.0,50.5,IA,81.36045616055712,91.2,26.0,168.8,76.0,24.4
2010,Grundy,3551.0640000000003,220704.27200000003,431.35200000000003,16868.806666666667,156500.0,155000.0,192.9,127100.0,128000.0,59.6,IA,70.26366961443865,78.8,26.0,194.1,100.7,11.4
2011,Grundy,3623.170285714286,210158.00228571432,485.95085714285716,18007.66,164500.0,163300.0,172.8,119200.0,120000.0,59.8,IA,91.51664488992573,102.6,25.6,182.6,94.8,40.4
2012,Grundy,3693.0,199917.0,530.0,19066.0,164000.0,161400.0,161.5,121500.0,122000.0,54.1,IA,83.74651553307051,93.9,24.9,168.2,82.8,33.4
2013,Grundy,3760.553142857143,189981.26514285713,563.4994285714286,20043.826666666668,163500.0,159900.0,180.8,119900.0,120500.0,52.6,IA,83.86091288813839,94.0,24.6,173.5,78.9,24.0
2014,Grundy,3825.8297142857145,180350.79771428573,586.4491428571429,20941.14,156000.0,155000.0,182.4,128800.0,130000.0,53.0,IA,71.5849282770981,80.2,23.9,177.3,85.5,12.3
2015,Grundy,3888.8297142857136,171025.59771428572,598.8491428571429,21757.939999999995,161500.0,159000.0,199.9,123000.0,124000.0,60.5,IA,75.99987176023883,85.2,23.5,197.1,99.3,10.9
2016,Grundy,3949.553142857143,162005.66514285718,600.6994285714286,22494.22666666667,166500.0,164300.0,198.5,121100.0,121500.0,64.8,IA,81.18019052199375,91.0,22.8,203.0,106.3,17.1
2017,Grundy,4008.0,153291.0,592.0,23150.0,160500.0,160000.0,217.3,127200.0,128000.0,63.6,IA,82.73155231240355,92.7,22.2,210.9,108.9,12.9
2018,Grundy,4064.1702857142855,144881.6022857143,572.7508571428572,23725.260000000002,158500.0,156200.0,225.2,123100.0,124500.0,61.9,IA,74.36725074862257,83.4,22.1,210.7,103.9,-1.3
2019,Grundy,4118.064,136777.47199999998,542.952,24220.006666666668,167500.0,166000.0,209.8,114200.0,115000.0,56.3,IA,75.25973524870696,84.4,21.6,190.8,83.8,-1.0
1997,Hamilton,1673.0,447999.0,340.0,0.0,170600.0,169700.0,145.1,156300.0,157700.0,45.2,IA,66.55926464080811,74.6,34.1,149.2,70.1,29.6
1998,Hamilton,1742.9899999999998,456189.9634285714,415.8349999999999,0.0,173600.0,173200.0,147.1,154000.0,154500.0,47.9,IA,65.19397037506104,73.1,34.8,154.7,75.6,28.8
1999,Hamilton,1804.7599999999998,462210.5451428571,482.84,948.039999999998,161000.0,160500.0,156.0,153800.0,154000.0,45.3,IA,62.31925064086914,69.9,37.1,154.4,71.6,24.2
2000,Hamilton,1858.31,466060.7451428572,541.015,1972.34,165000.0,164200.0,154.4,147900.0,148000.0,39.9,IA,67.39157657623291,75.5,37.9,141.5,55.4,27.3
2001,Hamilton,1903.64,467740.56342857145,590.36,2876.66,162000.0,160800.0,163.6,151000.0,152000.0,42.2,IA,54.29053308486939,60.9,38.2,150.5,62.8,11.4
2002,Hamilton,1940.75,467250.0,630.875,3661.0,168000.0,166500.0,182.6,139400.0,140000.0,49.4,IA,57.60940929412842,64.6,39.2,170.5,76.6,9.9
2003,Hamilton,1969.64,464589.0548571429,662.5600000000001,4325.36,169000.0,166000.0,166.9,138400.0,139000.0,34.4,IA,65.3134980583191,73.2,39.2,134.7,39.5,17.2
2004,Hamilton,1990.3100000000002,459757.728,685.4150000000001,4869.74,176500.0,175500.0,181.4,130500.0,131000.0,49.6,IA,66.21086738586426,74.2,39.1,168.1,72.3,17.5
2005,Hamilton,2002.7600000000002,454134.00114285713,699.4400000000002,5294.140000000001,177000.0,176000.0,189.0,128400.0,129000.0,52.5,IA,72.52383594512939,81.3,39.0,176.3,78.1,22.1
2006,Hamilton,2006.9900000000002,455985.76457142865,704.635,5598.56,183500.0,183300.0,184.7,123600.0,124000.0,49.4,IA,68.85228546142578,77.2,39.0,167.3,68.0,16.9
2007,Hamilton,2003.0,466691.0,701.0,5783.0,209000.0,207900.0,180.5,98900.0,99000.0,50.4,IA,87.92970630645752,98.6,39.8,160.5,55.9,33.8
2008,Hamilton,1990.7900000000002,486249.70742857154,688.5350000000001,5847.460000000001,204000.0,197000.0,157.0,106500.0,107000.0,47.0,IA,82.6356619644165,92.6,41.0,146.5,53.5,40.6
2009,Hamilton,1970.3600000000001,514661.8868571429,667.2400000000001,5791.9400000000005,200000.0,199000.0,167.5,110100.0,112000.0,44.5,IA,74.02308195114136,83.0,43.0,148.1,51.0,28.9
2010,Hamilton,1941.7100000000003,551708.248,637.115,5615.7,200500.0,199500.0,169.6,111800.0,112000.0,48.1,IA,81.70928720474244,91.6,45.8,154.9,57.9,40.4
2011,Hamilton,1904.8400000000004,596073.0491428573,598.1600000000001,5314.300000000001,209000.0,207500.0,180.6,104300.0,105000.0,52.5,IA,102.91512262344361,115.4,48.9,164.6,62.0,61.7
2012,Hamilton,1859.75,647537.0,550.375,4887.0,218000.0,215000.0,138.0,94300.0,94600.0,45.8,IA,107.16918006896972,120.1,52.9,131.2,45.1,86.9
2013,Hamilton,1806.44,706100.1005714285,493.76000000000005,4333.800000000001,197000.0,194100.0,135.0,101600.0,102000.0,38.0,IA,94.07163087844849,105.5,59.9,121.8,36.5,80.1
2014,Hamilton,1744.91,771762.3508571428,428.31499999999994,3654.7000000000007,196000.0,194400.0,173.1,113900.0,114500.0,46.1,IA,80.95840995788575,90.8,62.6,154.1,55.6,54.9
2015,Hamilton,1675.1599999999999,844523.7508571428,354.03999999999996,2849.7,195000.0,191700.0,198.1,115000.0,115500.0,54.3,IA,82.14634788513183,92.1,68.0,179.3,72.6,53.4
2016,Hamilton,1597.19,924384.3005714287,270.93499999999995,1918.8000000000002,210000.0,208500.0,209.0,102600.0,103000.0,61.0,IA,87.8358996963501,98.5,73.3,190.3,76.1,57.6
2017,Hamilton,1511.0,1011344.0,179.0,862.0,192500.0,192200.0,194.6,114300.0,115000.0,57.2,IA,89.59303295135499,100.4,81.1,182.2,78.8,78.1
2018,Hamilton,1416.5900000000001,1105402.8491428571,78.23499999999999,0.0,192500.0,190100.0,188.9,115100.0,116500.0,49.9,IA,80.5420047569275,90.3,87.8,168.1,64.6,74.6
2019,Hamilton,1313.96,1206560.848,0.0,0.0,195500.0,194000.0,198.2,110200.0,111000.0,51.4,IA,81.50187429428101,91.4,96.4,173.8,65.0,79.0
1997,Hardin,6679.0,394233.0,162.0,0.0,164900.0,163100.0,133.2,141800.0,143500.0,45.4,IA,62.85322088836342,70.5,34.2,143.7,68.4,29.4
1998,Hardin,6497.554999999999,537985.312,167.09499999999997,0.0,164300.0,162000.0,148.0,139000.0,139600.0,48.0,IA,62.595093573293376,70.2,46.1,154.4,74.0,35.9
1999,Hardin,6347.919999999999,659231.9680000001,171.48,0.0,159000.0,156900.0,152.0,138700.0,139000.0,44.8,IA,64.38638986567015,72.2,56.9,150.2,67.0,45.9
2000,Hardin,6230.095,757972.9680000002,175.155,1891.0199999999977,161000.0,158800.0,146.8,135800.0,136000.0,43.8,IA,64.82068765291604,72.7,65.7,145.5,63.3,56.2
2001,Hardin,6144.080000000001,834208.3120000002,178.12,8390.179999999998,158000.0,155600.0,157.7,137100.0,138000.0,43.7,IA,55.68642068678333,62.4,74.0,150.2,64.2,50.4
2002,Hardin,6089.875,887938.0,180.375,13816.0,163000.0,161000.0,177.6,129300.0,130000.0,50.0,IA,54.39842651736352,61.0,80.8,168.8,76.2,49.2
2003,Hardin,6067.4800000000005,919162.0320000001,181.92000000000002,18168.48,169500.0,167000.0,169.5,122300.0,123000.0,33.8,IA,64.11361405157274,71.9,84.9,134.0,35.4,58.2
2004,Hardin,6076.895000000001,927880.408,182.75500000000002,21447.62,177000.0,175000.0,194.0,116600.0,117000.0,50.4,IA,64.99502485541888,72.9,86.1,173.0,69.2,55.2
2005,Hardin,6118.120000000001,916348.504,182.88,23653.420000000006,185000.0,183000.0,188.6,110000.0,110500.0,55.1,IA,71.46021781429168,80.1,85.4,176.3,74.6,63.8
2006,Hardin,6191.155,898098.5760000001,182.29500000000002,24785.880000000005,184000.0,182700.0,183.5,109700.0,110000.0,56.5,IA,69.31604250015751,77.7,84.7,176.2,77.4,63.6
2007,Hardin,6296.0,875386.0,181.0,24845.0,207500.0,205600.0,177.3,87400.0,87500.0,53.8,IA,78.44663045739615,87.9,82.6,161.2,57.1,66.4
2008,Hardin,6432.655000000001,848210.7760000001,178.995,23830.780000000002,192000.0,187000.0,159.0,102900.0,104000.0,48.5,IA,82.93742989981047,93.0,79.9,150.1,57.5,80.3
2009,Hardin,6601.120000000002,816572.904,176.28000000000003,21743.219999999998,184000.0,178000.0,162.9,99300.0,106000.0,46.0,IA,69.06202070174679,77.4,78.3,148.3,54.9,62.3
2010,Hardin,6801.395,781477.4079999999,172.85500000000002,18855.34,186000.0,185000.0,185.8,104300.0,104500.0,55.3,IA,78.27517476645849,87.7,74.5,173.8,72.1,60.5
2011,Hardin,7033.4800000000005,748954.432,168.72000000000003,16805.260000000002,194500.0,192900.0,186.7,95600.0,96200.0,56.6,IA,102.35712469777754,114.7,71.2,173.2,68.7,81.4
2012,Hardin,7297.375,720009.0,163.875,15866.0,196000.0,192900.0,163.6,92700.0,93000.0,50.8,IA,97.98163305303102,109.8,69.0,152.8,56.7,82.7
2013,Hardin,7593.08,694641.1120000001,158.32,16037.560000000001,192000.0,187300.0,156.6,93000.0,93700.0,47.1,IA,93.74217195408319,105.1,67.8,144.8,51.2,79.3
2014,Hardin,7920.594999999999,672850.768,152.055,17319.940000000002,186000.0,182900.0,166.3,102700.0,103500.0,46.9,IA,80.01159003473097,89.7,65.6,151.5,55.4,59.2
2015,Hardin,8279.92,654637.968,145.07999999999998,19713.14,188500.0,183000.0,199.3,98700.0,99100.0,55.6,IA,82.7192735159269,92.7,65.4,179.7,69.6,48.0
2016,Hardin,8671.054999999998,640002.712,137.395,23217.16,197000.0,194600.0,208.0,89000.0,89400.0,59.9,IA,88.3778556905767,99.1,65.7,186.6,70.3,48.5
2017,Hardin,9094.0,628945.0,129.0,27832.0,189500.0,187800.0,213.7,97400.0,98000.0,59.7,IA,90.14400030976982,101.1,66.1,192.0,76.4,51.6
2018,Hardin,9548.755000000001,621464.832,119.895,33557.66,183500.0,180100.0,216.6,101000.0,102000.0,59.3,IA,81.18993709933373,91.0,67.9,194.5,79.4,43.8
2019,Hardin,10035.320000000002,617562.2079999999,110.08000000000001,40394.14000000001,197000.0,195200.0,200.2,86600.0,87200.0,53.9,IA,82.137390834029,92.1,70.2,174.0,59.2,47.5
1997,Jasper,16728.0,179131.0,922.0,29132.000000000004,164400.0,161800.0,143.4,145100.0,146300.0,49.8,IA,58.39846998850505,65.5,30.1,157.3,80.4,18.7
1998,Jasper,15828.525714285717,159922.08114285718,868.4914285714286,28381.12,164400.0,159700.0,149.5,143600.0,144600.0,49.7,IA,58.75840646425883,65.9,28.1,159.6,79.7,14.1
1999,Jasper,15112.78857142857,146968.8217142857,818.1371428571429,27544.679999999997,160000.0,158100.0,154.9,139900.0,140000.0,49.4,IA,58.05340204238892,65.1,27.3,160.7,78.7,10.4
2000,Jasper,14580.788571428573,140271.22171428573,770.9371428571429,26622.680000000004,159000.0,157000.0,144.1,143900.0,144000.0,46.0,IA,58.676823965708415,65.8,25.9,150.4,71.4,12.7
2001,Jasper,14232.525714285714,139829.28114285716,726.8914285714286,25615.12,158000.0,155700.0,154.8,142000.0,143000.0,49.4,IA,52.54111286799113,58.9,25.6,161.4,80.1,3.2
2002,Jasper,14068.0,145643.0,686.0,24522.0,159000.0,157000.0,183.4,142000.0,143000.0,53.5,IA,51.04121074676514,57.2,25.6,180.7,90.3,-7.6
2003,Jasper,14087.21142857143,157712.3782857143,648.2628571428571,23343.320000000003,162000.0,159500.0,171.5,139400.0,140000.0,32.2,IA,54.64603873888652,61.3,26.2,132.4,35.0,-9.9
2004,Jasper,14290.160000000002,176037.416,613.68,22079.079999999998,161000.0,159500.0,194.2,141400.0,142000.0,54.5,IA,59.1215802192688,66.3,27.3,186.5,91.9,-1.0
2005,Jasper,14607.06857142857,199015.9337142857,581.8571428571429,20729.28,165000.0,163500.0,188.5,133900.0,134500.0,57.0,IA,63.83016799290975,71.6,29.2,187.2,94.2,7.8
2006,Jasper,14619.27428571429,217034.8548571429,550.4285714285714,19293.92,161500.0,160800.0,173.9,138000.0,138500.0,53.3,IA,62.38188939889272,69.9,30.2,175.3,87.6,12.4
2007,Jasper,14257.0,228492.0,519.0,17773.0,183500.0,181900.0,180.9,119300.0,119500.0,57.1,IA,66.99597303072612,75.1,30.2,178.3,82.9,9.9
2008,Jasper,13520.245714285717,233387.36914285718,487.5714285714286,16166.52,172500.0,166000.0,182.0,133600.0,135000.0,53.0,IA,73.04711944262186,81.9,29.3,176.4,82.6,17.4
2009,Jasper,12409.011428571428,231720.96228571428,456.1428571428571,14474.479999999998,183500.0,182000.0,181.4,127100.0,127500.0,56.5,IA,62.70307834943136,70.3,27.9,179.1,84.9,4.0
2010,Jasper,11007.76,224379.09600000002,425.63999999999993,12776.68,173000.0,169000.0,152.7,138000.0,140500.0,48.3,IA,56.37857955296834,63.2,26.0,155.7,72.9,6.4
2011,Jasper,9823.268571428573,216679.66971428573,401.6171428571428,11551.920000000002,183500.0,180500.0,171.1,129100.0,130000.0,54.6,IA,74.64381109873453,83.7,24.5,171.9,81.6,17.9
2012,Jasper,8940.0,209509.0,385.0,10880.0,181000.0,177500.0,150.9,132900.0,133500.0,50.9,IA,71.19689291318258,79.8,23.3,157.7,75.0,20.4
2013,Jasper,8357.954285714284,202867.08685714286,375.78857142857134,10760.92,173500.0,167500.0,158.8,138900.0,139500.0,43.2,IA,66.1539699236552,74.2,22.6,148.6,60.2,8.4
2014,Jasper,8077.131428571429,196753.9302857143,373.98285714285714,11194.68,171500.0,169200.0,191.5,139800.0,140500.0,54.6,IA,61.12391040325165,68.5,22.2,184.0,88.6,-4.7
2015,Jasper,8097.5314285714285,191169.5302857143,379.5828571428571,12181.279999999999,172500.0,168500.0,198.9,140400.0,141000.0,57.9,IA,59.38410479227702,66.6,22.0,193.6,96.5,-8.5
2016,Jasper,8419.154285714287,186113.88685714288,392.5885714285714,13720.720000000001,180000.0,177800.0,214.7,133500.0,134000.0,60.3,IA,63.26889435450236,70.9,22.1,202.1,97.1,-12.0
2017,Jasper,9042.0,181587.0,413.0,15813.0,173000.0,170900.0,204.6,141500.0,142500.0,60.5,IA,64.41505937576294,72.2,22.5,200.8,103.3,-2.8
2018,Jasper,9966.068571428572,177588.8697142857,440.8171428571429,18458.120000000003,173500.0,171300.0,218.6,141400.0,143000.0,60.7,IA,58.10185354550679,65.1,23.3,206.8,103.8,-14.6
2019,Jasper,11191.359999999999,174119.49599999998,476.04,21656.08,181000.0,179400.0,209.3,133600.0,134500.0,56.5,IA,58.77759079933166,65.9,24.5,192.7,88.2,-14.1
1997,Marshall,8499.0,117693.0,855.0,5093.666666666673,136000.0,134000.0,139.2,126100.0,127100.0,50.7,IA,62.50363307163633,70.1,17.6,158.9,84.8,13.6
1998,Marshall,8499.0,122050.76228571429,855.0,6771.680000000002,142400.0,140800.0,146.2,126500.0,126800.0,51.7,IA,57.6642630018037,64.6,18.1,162.3,85.3,5.7
1999,Marshall,8499.0,125729.24342857144,855.0,8325.519999999993,140000.0,138200.0,155.8,124300.0,125000.0,50.6,IA,59.580693146278115,66.8,19.2,163.9,82.6,4.7
2000,Marshall,8499.0,128728.44342857142,855.0,9755.186666666668,139000.0,136900.0,145.2,127900.0,128000.0,45.8,IA,61.18379397775935,68.6,19.8,150.8,71.5,9.1
2001,Marshall,8499.0,131048.36228571428,855.0,11060.68,137000.0,134900.0,152.9,129200.0,130000.0,50.0,IA,52.441503974213,58.8,20.5,163.1,83.7,-0.1
2002,Marshall,8499.0,132689.0,855.0,12242.0,140000.0,137500.0,184.0,125400.0,126000.0,53.9,IA,54.41727636052274,61.0,21.1,181.9,91.4,-8.4
2003,Marshall,8499.0,133650.35657142857,855.0,13299.146666666667,140500.0,137500.0,179.6,126500.0,127000.0,32.3,IA,58.32682059277063,65.4,21.4,135.9,36.1,-13.0
2004,Marshall,8499.0,133932.432,855.0,14232.119999999999,144000.0,142500.0,185.1,122400.0,123000.0,51.9,IA,63.84409911057045,71.6,21.8,177.0,83.9,0.3
2005,Marshall,8499.0,133912.5074285714,855.0,15040.920000000002,144000.0,142500.0,191.9,120900.0,121500.0,60.8,IA,65.18199751842981,73.1,22.2,197.0,105.4,3.7
2006,Marshall,8499.0,135854.26971428574,855.0,15725.546666666667,142500.0,141600.0,184.3,122900.0,123500.0,56.9,IA,65.11181664740903,73.0,22.5,186.9,97.1,5.7
2007,Marshall,8499.0,140135.0,855.0,16286.0,160000.0,158300.0,185.9,107700.0,108000.0,58.5,IA,76.131530652101,85.3,22.9,183.9,87.8,12.1
2008,Marshall,8499.0,146754.69828571432,855.0,16722.280000000002,146000.0,141500.0,180.0,122000.0,122500.0,51.0,IA,77.71706243493091,87.1,23.6,173.2,80.9,18.4
2009,Marshall,8499.0,155713.36457142857,855.0,17034.38666666667,154000.0,153000.0,178.5,119100.0,119500.0,54.5,IA,68.07522994074328,76.3,24.1,177.0,85.7,9.1
2010,Marshall,8499.0,166415.71200000003,855.0,17248.693333333333,151500.0,148000.0,183.3,121800.0,122000.0,57.4,IA,59.551381396151136,66.8,25.1,186.0,94.5,0.4
2011,Marshall,8499.0,175290.01942857145,855.0,17523.440000000002,160000.0,158600.0,166.3,114700.0,115500.0,57.0,IA,79.48872477980866,89.1,25.8,174.4,87.9,28.4
2012,Marshall,8499.0,181741.0,855.0,17885.0,157000.0,152000.0,157.6,117100.0,117500.0,56.2,IA,71.03331693013509,79.6,26.6,171.2,87.9,22.9
2013,Marshall,8499.0,185768.65371428573,855.0,18333.373333333337,160000.0,152900.0,163.2,118000.0,118500.0,46.9,IA,74.02866934633803,83.0,26.7,156.2,66.0,19.5
2014,Marshall,8499.0,187372.9805714286,855.0,18868.560000000005,152000.0,148000.0,190.5,127500.0,128500.0,55.1,IA,58.976846157819374,66.1,26.8,185.6,91.4,-1.3
2015,Marshall,8499.0,186553.9805714286,855.0,19490.559999999998,153500.0,147700.0,194.9,125500.0,126000.0,59.4,IA,62.17298654578198,69.7,27.0,195.5,100.4,1.6
2016,Marshall,8499.0,183311.65371428576,855.0,20199.373333333337,161000.0,152800.0,211.3,122000.0,122500.0,62.6,IA,66.3075707287624,74.3,26.6,206.6,103.7,-2.0
2017,Marshall,8499.0,177646.0,855.0,20995.0,148500.0,146000.0,222.4,128200.0,129000.0,63.5,IA,67.5249166529754,75.7,26.9,215.5,113.8,0.9
2018,Marshall,8499.0,169557.01942857145,855.0,21877.44,152500.0,149300.0,226.0,119400.0,120500.0,61.9,IA,60.79795171337566,68.2,26.9,211.4,104.2,-12.1
2019,Marshall,8499.0,159044.71199999997,855.0,22846.693333333333,156500.0,149000.0,221.9,113700.0,114500.0,60.6,IA,61.51783508815985,69.0,26.5,206.1,96.8,-13.8
1997,Polk,4065.0,21896.0,246.0,0.0,93700.0,92800.0,149.7,92000.0,92800.0,46.7,IA,45.11707425538612,50.6,6.1,155.7,76.6,-22.4
1998,Polk,4340.340571428572,20895.013333333332,210.92,0.0,93700.0,92900.0,149.2,90700.0,91100.0,45.8,IA,42.09226488160051,47.2,6.1,153.3,73.5,-26.5
1999,Polk,4537.910857142857,20448.819999999996,180.88,0.0,89000.0,88500.0,164.4,86800.0,87000.0,44.5,IA,44.82464978973503,50.2,6.5,156.3,70.2,-29.4
2000,Polk,4657.710857142857,20557.42,155.88,1454.5200000000002,89000.0,88100.0,154.8,86900.0,87000.0,41.9,IA,41.6232655832301,46.7,7.3,147.3,63.3,-30.0
2001,Polk,4699.740571428571,21220.81333333333,135.92000000000004,3982.080000000001,87000.0,86200.0,148.7,84400.0,85000.0,43.1,IA,40.02320676394131,44.9,8.9,147.4,66.5,-27.1
2002,Polk,4664.0,22439.0,121.0,6051.0,92000.0,90500.0,175.7,79800.0,80000.0,47.1,IA,37.655425263163835,42.2,10.1,164.1,72.6,-39.2
2003,Polk,4550.489142857143,24211.98,111.12,7661.28,89500.0,88000.0,165.3,80700.0,81000.0,32.5,IA,40.59830334069936,45.5,11.1,130.8,36.7,-37.5
2004,Polk,4359.208,26539.753333333334,106.28000000000003,8812.92,94500.0,94000.0,183.4,73800.0,74000.0,49.9,IA,43.36944205087164,48.6,12.0,170.6,75.2,-34.8
2005,Polk,4100.206857142857,29157.16666666666,106.47999999999999,9505.92,94000.0,93000.0,174.7,71100.0,71500.0,51.1,IA,43.90743143354421,49.2,12.8,168.6,76.8,-29.8
2006,Polk,3833.7874285714292,30473.3,111.72,9740.279999999999,89500.0,89300.0,171.9,71700.0,72000.0,50.3,IA,42.01904893504537,47.1,13.2,167.0,77.3,-29.4
