Year,County,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY
2000,Humboldt,1613.0,92709.95314285714,299.0,4675.873333333335,130000.0,128300.0,158.8,117900.0,118000.0,45.9
2001,Humboldt,1613.0,94646.03542857143,299.0,7332.260000000001,125000.0,123300.0,144.6,121200.0,122000.0,42.8
2002,Humboldt,1613.0,96333.0,299.0,9516.0,126500.0,124000.0,172.6,114700.0,115000.0,47.4
2003,Humboldt,1613.0,97770.84685714285,299.0,11227.093333333332,128500.0,126500.0,169.2,116400.0,117000.0,33.8
2004,Humboldt,1613.0,98959.576,299.0,12465.54,132000.0,130000.0,190.2,113500.0,114000.0,47.4
2005,Humboldt,1613.0,100233.46514285714,299.0,13231.340000000002,131000.0,129000.0,188.2,111900.0,112500.0,51.9
2006,Humboldt,1613.0,103598.18057142859,299.0,13524.493333333334,131000.0,129900.0,181.3,110300.0,110500.0,52.5
2007,Humboldt,1613.0,109388.0,299.0,13345.0,147500.0,146100.0,177.5,93900.0,94000.0,51.8
2008,Humboldt,1613.0,117602.92342857145,299.0,12692.86,139000.0,134500.0,172.0,104600.0,105000.0,49.5
2009,Humboldt,1613.0,128242.95085714286,299.0,11568.073333333334,140500.0,139500.0,191.0,102100.0,102500.0,53.5
2010,Humboldt,1613.0,140545.176,299.0,10078.646666666666,135000.0,131000.0,153.2,105500.0,107000.0,46.0
2011,Humboldt,1613.0,149932.16114285713,299.0,8872.62,142500.0,141400.0,185.5,99400.0,100000.0,51.8
2012,Humboldt,1613.0,155641.0,299.0,8058.0,145000.0,142500.0,146.1,97000.0,97500.0,43.0
2013,Humboldt,1613.0,157671.69257142855,299.0,7634.786666666668,127000.0,125500.0,155.4,99200.0,99600.0,43.9
2014,Humboldt,1613.0,156024.23885714286,299.0,7602.980000000001,142500.0,139300.0,176.9,95900.0,96400.0,46.4
2015,Humboldt,1613.0,150698.63885714283,299.0,7962.58,136000.0,133700.0,194.8,103000.0,103500.0,56.6
2016,Humboldt,1613.0,141694.8925714286,299.0,8713.586666666668,145000.0,140600.0,206.1,93600.0,94100.0,61.0
2017,Humboldt,1613.0,129013.0,299.0,9856.0,133500.0,132600.0,200.9,104400.0,105000.0,58.0
2018,Humboldt,1613.0,112652.96114285715,299.0,11389.82,136500.0,131800.0,162.3,100200.0,102500.0,50.4
2019,Humboldt,1613.0,92614.77600000003,299.0,13315.046666666669,137000.0,134200.0,198.7,99700.0,100500.0,54.9
1997,Kossuth,4931.0,319591.0,1029.0,4491.833333333334,290300.0,286100.0,147.2,250500.0,251600.0,43.8
1998,Kossuth,5289.68,312062.2331428572,804.8,9788.719999999988,305100.0,301800.0,148.5,247100.0,247700.0,46.9
1999,Kossuth,5556.0199999999995,318682.94971428567,652.9999999999999,14490.879999999986,300000.0,291200.0,150.7,252300.0,259000.0,41.9
2000,Kossuth,5730.02,339453.14971428574,573.5999999999999,18598.313333333328,306000.0,302100.0,157.6,250600.0,251000.0,45.9
2001,Kossuth,5811.68,374372.8331428571,566.5999999999999,22111.02,293000.0,288100.0,138.1,261800.0,264000.0,40.6
2002,Kossuth,5801.0,423442.0,632.0,25029.0,298000.0,294000.0,163.3,245500.0,246000.0,48.1
2003,Kossuth,5697.9800000000005,486660.65028571425,769.8000000000001,27352.253333333338,299500.0,295000.0,170.7,253900.0,255000.0,33.7
2004,Kossuth,5502.62,564028.784,980.0,29080.78,312000.0,308000.0,178.4,238600.0,240000.0,43.0
2005,Kossuth,5233.660000000001,650199.9977142856,1241.76,30214.580000000005,308000.0,305000.0,187.5,230300.0,231500.0,54.7
2006,Kossuth,5003.54,713095.870857143,1430.0400000000004,30753.653333333335,306000.0,303500.0,177.2,232200.0,233000.0,53.1
2007,Kossuth,4831.0,747370.0,1524.0,30698.0,339500.0,336400.0,178.6,202600.0,203000.0,52.5
2008,Kossuth,4716.040000000001,753022.3851428572,1523.6400000000003,30047.620000000006,320000.0,315500.0,171.0,224500.0,225500.0,48.0
2009,Kossuth,4658.660000000001,730053.0262857142,1428.9600000000005,28802.51333333334,320000.0,317000.0,191.6,223500.0,224500.0,52.5
2010,Kossuth,4658.86,683262.824,1239.96,27063.76666666667,311000.0,307000.0,184.0,233000.0,233500.0,52.9
2011,Kossuth,4716.64,641457.1817142856,956.6400000000001,25437.900000000005,326500.0,321500.0,179.9,218000.0,220000.0,49.0
2012,Kossuth,4832.0,609437.0,579.0,24026.0,327000.0,320500.0,164.6,218500.0,219500.0,47.6
2013,Kossuth,5004.94,587202.2788571428,107.03999999999996,22828.06666666667,309500.0,301000.0,167.7,197900.0,199000.0,42.9
2014,Kossuth,5235.460000000001,574753.0182857143,0.0,21844.100000000002,330000.0,324000.0,176.6,213500.0,216000.0,46.5
2015,Kossuth,5523.559999999998,572089.2182857143,0.0,21074.1,318500.0,312500.0,199.0,221500.0,222500.0,61.0
2016,Kossuth,5869.239999999998,579210.878857143,0.0,20518.06666666667,338000.0,334000.0,204.7,199400.0,205500.0,63.4
2017,Kossuth,6272.5,596118.0,0.0,20176.0,311500.0,308000.0,205.6,217500.0,218500.0,60.4
2018,Kossuth,6733.3399999999965,622810.5817142858,0.0,20047.9,304000.0,295500.0,180.2,219000.0,220500.0,54.2
2019,Kossuth,7251.759999999995,659288.624,0.0,20133.766666666666,315000.0,310000.0,198.7,203000.0,204500.0,57.4
1997,Mitchell,3084.0,265253.0,2974.0,0.0,132400.0,124900.0,149.9,99500.0,100300.0,46.5
1998,Mitchell,3030.230857142857,252571.93600000002,2788.4080000000004,2769.280000000009,138900.0,135100.0,162.4,99800.0,100100.0,50.8
1999,Mitchell,3035.1462857142856,243583.104,2637.312,13392.119999999994,135000.0,129400.0,154.9,103200.0,105000.0,47.8
2000,Mitchell,3098.746285714286,238286.50400000002,2520.712,22907.353333333336,137000.0,131500.0,146.7,102900.0,103000.0,48.3
2001,Mitchell,3221.030857142857,236682.13599999997,2438.608,31314.980000000003,129000.0,123300.0,145.5,110200.0,111000.0,35.4
2002,Mitchell,3402.0,238770.0,2391.0,38615.0,130500.0,124500.0,177.5,104700.0,105000.0,49.6
2003,Mitchell,3641.653714285714,244550.09600000002,2377.8880000000004,44807.41333333334,135000.0,128000.0,156.3,105500.0,106000.0,31.2
2004,Mitchell,3939.992,254022.424,2399.2720000000004,49892.21999999999,138000.0,132000.0,175.3,101300.0,102000.0,43.8
2005,Mitchell,4286.890285714286,266025.272,2447.456,53869.420000000006,136000.0,130000.0,186.6,100000.0,100500.0,53.6
2006,Mitchell,4621.601142857144,273588.3680000001,2476.264000000001,56739.013333333336,139000.0,132800.0,170.5,96800.0,98500.0,52.5
2007,Mitchell,4934.0,275550.0,2478.0,58501.0,158000.0,152600.0,174.2,80800.0,81000.0,53.5
2008,Mitchell,5224.086857142858,271910.16800000006,2452.6640000000007,59155.380000000005,152500.0,144500.0,174.0,86700.0,87500.0,45.0
2009,Mitchell,5491.861714285715,262668.87200000003,2400.256,58702.15333333333,152500.0,149000.0,177.2,87200.0,87500.0,45.5
2010,Mitchell,5730.032,248742.304,2333.2720000000004,57281.246666666666,152500.0,146000.0,190.5,88100.0,88500.0,54.2
2011,Mitchell,5894.842285714287,235627.616,2326.688,55732.22000000001,158500.0,155000.0,180.1,83100.0,83700.0,51.0
2012,Mitchell,5979.0,224241.0,2393.0,54195.0,158500.0,144400.0,131.4,83000.0,83500.0,42.5
2013,Mitchell,5982.505142857142,214582.456,2532.2079999999996,52669.58666666667,109000.0,102200.0,164.1,69800.0,70400.0,40.8
2014,Mitchell,5905.357714285714,206651.984,2744.312,51155.98,160000.0,153000.0,175.1,81800.0,82100.0,49.2
2015,Mitchell,5747.557714285714,200449.58399999997,3029.3119999999994,49654.18,151000.0,146400.0,202.1,91400.0,91900.0,59.7
2016,Mitchell,5509.105142857143,195975.25600000002,3387.2080000000005,48164.186666666676,160500.0,156200.0,199.1,83900.0,84400.0,61.0
2017,Mitchell,5190.0,193229.0,3818.0,46686.0,150000.0,144900.0,213.4,92500.0,93000.0,54.4
2018,Mitchell,4790.2422857142865,192210.81600000002,4321.688,45219.619999999995,146500.0,139500.0,193.3,88700.0,89800.0,55.6
2019,Mitchell,4309.832,192920.704,4898.272000000001,43765.04666666667,155000.0,149700.0,194.5,76900.0,77500.0,49.8
1997,Winnebago,1138.0,44983.0,563.0,0.0,123100.0,121500.0,149.3,98800.0,99700.0,43.6
1998,Winnebago,1119.3368421052633,59818.21257142857,491.11999999999995,0.0,129200.0,128300.0,160.0,101400.0,101900.0,47.2
1999,Winnebago,1127.3052631578948,73324.31885714285,423.68,0.0,123000.0,121300.0,142.6,107400.0,108000.0,40.4
2000,Winnebago,1161.905263157895,85501.31885714286,360.68,0.0,127000.0,125900.0,150.7,102900.0,103000.0,46.9
2001,Winnebago,1223.1368421052632,96349.21257142858,302.12000000000006,2548.02,118000.0,116700.0,132.0,112100.0,113000.0,37.2
2002,Winnebago,1311.0,105868.0,248.0,4914.0,120700.0,119000.0,164.7,101400.0,102000.0,47.7
2003,Winnebago,1425.4947368421053,114057.68114285715,198.32000000000002,6869.120000000001,121500.0,120000.0,162.1,102500.0,103000.0,35.5
2004,Winnebago,1566.621052631579,120918.25600000001,153.08000000000004,8413.38,127000.0,125500.0,178.8,97800.0,99000.0,42.0
2005,Winnebago,1727.3473684210526,126628.11085714288,112.28,9546.78,128000.0,127000.0,189.6,95000.0,95500.0,53.4
2006,Winnebago,1865.4842105263156,132257.56342857145,75.92,10269.32,126000.0,124600.0,173.9,96600.0,97000.0,53.0
2007,Winnebago,1974.0,137985.0,44.0,10581.0,144000.0,143000.0,186.1,77300.0,77500.0,55.1
2008,Winnebago,2052.894736842105,143810.4205714286,16.520000000000003,10481.82,132000.0,128000.0,177.0,90200.0,90500.0,46.5
2009,Winnebago,2102.1684210526314,149733.82514285715,0.0,9971.779999999999,121000.0,120000.0,180.4,92600.0,93000.0,50.0
2010,Winnebago,2121.821052631579,155193.416,0.0,9118.820000000002,122000.0,121500.0,184.1,87800.0,87900.0,51.5
2011,Winnebago,2111.8526315789472,156818.40685714287,0.0,8330.58,130000.0,128800.0,176.6,79800.0,80400.0,47.3
2012,Winnebago,2072.2631578947367,154047.0,0.0,7675.0,133000.0,130500.0,161.1,77100.0,77500.0,47.7
2013,Winnebago,2003.0526315789475,146879.19542857143,0.0,7152.080000000001,114000.0,109700.0,149.1,63600.0,64900.0,38.8
2014,Winnebago,1904.221052631579,135314.99314285716,0.0,6761.820000000001,135500.0,133600.0,172.7,78300.0,78700.0,47.6
2015,Winnebago,1775.7684210526313,119354.39314285712,0.0,6504.219999999999,126500.0,124100.0,203.6,88100.0,88500.0,59.4
2016,Winnebago,1617.6947368421054,98997.39542857144,0.0,6379.280000000001,139000.0,137500.0,197.9,78700.0,79200.0,62.5
2017,Winnebago,1430.0,74244.0,0.0,6387.0,123000.0,122600.0,210.7,90000.0,90500.0,59.9
2018,Winnebago,1212.684210526316,45094.20685714286,0.0,6527.380000000001,120000.0,118000.0,180.8,83200.0,84400.0,51.8
2019,Winnebago,965.7473684210528,11548.015999999989,7.280000000000086,6800.420000000001,123000.0,121200.0,198.8,79200.0,79800.0,54.2
1997,Worth,2715.0,44578.0,452.0,2610.166666666666,107000.0,105700.0,144.8,93800.0,94600.0,44.3
1998,Worth,2740.7177142857145,47336.92228571429,448.2491428571429,3218.2,113300.0,112300.0,162.0,95900.0,96100.0,49.1
1999,Worth,2740.4765714285713,49003.68342857142,438.9737142857142,3735.5999999999967,108000.0,106500.0,148.7,102800.0,103000.0,42.1
2000,Worth,2714.276571428572,49578.283428571434,424.1737142857143,4162.366666666667,112000.0,110300.0,145.9,98900.0,99000.0,47.4
2001,Worth,2662.1177142857146,49060.72228571428,403.8491428571428,4498.499999999999,104000.0,102400.0,132.8,106100.0,107000.0,38.0
2002,Worth,2584.0,47451.0,378.0,4744.0,108400.0,106500.0,167.1,95800.0,96000.0,50.9
2003,Worth,2479.9234285714288,44749.11657142858,346.6262857142857,4898.866666666667,110000.0,108000.0,157.4,96500.0,97000.0,33.0
2004,Worth,2349.888,40955.072,309.728,4963.099999999999,114000.0,112500.0,170.2,92500.0,93000.0,40.9
2005,Worth,2203.092571428572,36519.70742857143,269.7097142857143,4936.700000000001,112000.0,110000.0,187.9,94000.0,94500.0,52.7
2006,Worth,2094.7302857142863,34148.069714285724,240.99885714285716,4819.666666666667,112000.0,111100.0,172.5,92800.0,93000.0,48.6
2007,Worth,2034.0,34291.0,226.0,4612.0,125500.0,124500.0,174.8,77300.0,77500.0,52.0
2008,Worth,2020.9017142857147,36948.49828571429,224.71314285714288,4313.700000000001,117500.0,114000.0,171.0,84500.0,85000.0,45.5
2009,Worth,2055.4354285714285,42120.56457142857,237.13828571428573,3924.7666666666664,115000.0,114000.0,180.9,87700.0,88000.0,42.5
2010,Worth,2131.008,49088.832,260.28800000000007,3478.5933333333332,119000.0,118000.0,193.2,84400.0,84600.0,52.7
2011,Worth,2208.0605714285716,53543.099428571426,276.23771428571433,3175.5400000000004,122500.0,121300.0,173.0,79800.0,80800.0,47.8
2012,Worth,2280.0,54765.0,282.0,3049.0,128000.0,125200.0,143.1,74600.0,75000.0,45.6
2013,Worth,2346.8262857142854,52754.53371428571,277.5748571428572,3098.9733333333334,89500.0,88300.0,150.7,60400.0,61100.0,41.1
2014,Worth,2408.5394285714287,47511.70057142858,262.96228571428577,3325.46,126500.0,122200.0,181.5,74500.0,76800.0,49.8
2015,Worth,2465.1394285714287,39036.50057142857,238.16228571428573,3728.4599999999996,112500.0,109600.0,202.1,91100.0,91600.0,59.4
2016,Worth,2516.626285714286,27328.93371428571,203.17485714285715,4307.973333333333,121000.0,118800.0,191.5,76700.0,79600.0,58.2
2017,Worth,2563.0,12389.0,158.0,5064.0,106000.0,104400.0,198.5,93000.0,93500.0,54.8
2018,Worth,2604.260571428572,0.0,102.63771428571427,5996.540000000001,111500.0,110000.0,180.0,87200.0,88100.0,53.7
2019,Worth,2640.408,0.0,37.08799999999994,7105.593333333334,112000.0,110600.0,196.5,82500.0,83600.0,51.0
1997,Wright,1588.0,357847.0,64.0,0.0,168100.0,167000.0,143.2,161600.0,162000.0,42.8
1998,Wright,1583.8045714285715,317760.4891428572,64.0,0.0,171400.0,170500.0,136.1,160200.0,160500.0,46.5
1999,Wright,1572.6068571428573,294134.9337142857,64.0,0.0,171000.0,168100.0,147.7,162600.0,164000.0,43.0
2000,Wright,1554.4068571428572,286970.33371428575,64.0,0.0,173000.0,171900.0,155.2,158300.0,158500.0,42.8
2001,Wright,1529.2045714285716,296266.6891428572,64.0,866.1600000000001,168000.0,166500.0,145.8,162800.0,164000.0,39.7
2002,Wright,1497.0,322024.0,64.0,3358.0,168300.0,167000.0,172.5,154600.0,155000.0,47.1
2003,Wright,1457.793142857143,364242.26628571434,64.0,5332.293333333333,176000.0,174500.0,165.6,158200.0,159000.0,34.0
2004,Wright,1411.5840000000003,422921.488,64.0,6789.039999999999,174000.0,173000.0,186.5,146400.0,147000.0,49.2
2005,Wright,1370.1748571428573,493197.1897142857,64.0,7728.240000000001,179000.0,177000.0,183.0,144300.0,145000.0,51.1
2006,Wright,1404.379428571429,545882.5188571429,64.0,8149.893333333333,175000.0,174700.0,181.5,147500.0,148000.0,52.3
2007,Wright,1526.0,576113.0,64.0,8054.0,197000.0,196300.0,182.4,126300.0,126500.0,51.4
2008,Wright,1735.0365714285717,583888.6331428572,64.0,7440.56,188500.0,181500.0,164.0,137600.0,138000.0,46.5
2009,Wright,2031.489142857143,569209.4182857142,64.0,6309.573333333333,180500.0,180000.0,179.0,136600.0,137000.0,52.0
2010,Wright,2392.304,535809.248,64.0,4775.026666666666,176500.0,173000.0,150.0,138000.0,138500.0,41.7
2011,Wright,2679.1588571428574,506091.4777142858,64.0,3520.84,185000.0,183600.0,189.9,129200.0,130000.0,53.5
2012,Wright,2869.0,483790.0,64.0,2661.0,190500.0,187400.0,153.7,122400.0,123000.0,45.4
2013,Wright,2961.8274285714283,468904.81485714286,64.0,2195.506666666667,176500.0,173500.0,168.8,125400.0,126000.0,43.5
2014,Wright,2957.6411428571428,461435.9222857143,64.0,2124.36,185500.0,183500.0,169.4,127800.0,128500.0,42.7
2015,Wright,2856.441142857143,461383.32228571427,64.0,2447.56,180000.0,176900.0,198.4,132900.0,133500.0,59.0
2016,Wright,2658.2274285714284,468747.01485714293,64.0,3165.106666666667,200000.0,198000.0,200.2,120300.0,121000.0,58.8
2017,Wright,2363.0,483527.0,64.0,4277.0,183000.0,182400.0,206.9,132800.0,133500.0,57.9
2018,Wright,1970.7588571428573,505723.27771428577,64.0,5783.24,182000.0,179500.0,180.5,128800.0,130500.0,52.6
2019,Wright,1481.504,535335.848,64.0,7683.826666666667,185500.0,185000.0,197.0,125000.0,126000.0,54.1
1997,Allamakee,17155.0,69073.0,15244.0,73652.00000000001,74900.0,67300.0,135.3,19500.0,21200.0,45.7
1998,Allamakee,17968.377142857145,71795.20685714287,14399.678857142859,64471.87999999999,74600.0,68900.0,154.3,22600.0,22800.0,52.6
1999,Allamakee,18520.565714285713,74214.21028571427,13676.618285714287,56324.11999999998,74000.0,67400.0,151.4,26000.0,26000.0,47.3
2000,Allamakee,18811.565714285716,76330.01028571429,13074.818285714286,49208.72,73000.0,67200.0,146.6,27900.0,28000.0,47.3
2001,Allamakee,18841.377142857145,78142.60685714286,12594.278857142857,43125.68,67000.0,60900.0,150.3,31700.0,32000.0,41.0
2002,Allamakee,18610.0,79652.0,12235.0,38075.0,71000.0,63000.0,158.7,26800.0,27000.0,51.0
2003,Allamakee,18117.43428571429,80858.18971428572,11996.981714285717,34056.68,71000.0,62000.0,142.7,28800.0,29000.0,31.7
2004,Allamakee,17363.68,81761.176,11880.224000000002,31070.72,70000.0,63000.0,163.3,29900.0,30000.0,42.6
2005,Allamakee,16409.365714285716,82535.6022857143,11869.946285714286,29117.120000000003,72000.0,65000.0,177.4,27800.0,28000.0,56.8
2006,Allamakee,15618.262857142861,84229.32914285715,11877.465142857147,28195.88,69000.0,62100.0,166.2,30700.0,31000.0,48.9
2007,Allamakee,15051.0,87017.0,11888.0,28307.0,78000.0,71200.0,167.1,23900.0,24000.0,48.4
2008,Allamakee,14707.577142857144,90898.61485714286,11901.55085714286,29450.480000000003,77000.0,67500.0,170.0,32800.0,33000.0,42.0
2009,Allamakee,14587.994285714285,95874.17371428572,11918.117714285716,31626.32,83000.0,73500.0,179.6,30400.0,30500.0,45.5
2010,Allamakee,14681.679999999998,101536.45599999999,11942.864,34609.200000000004,86000.0,79500.0,175.8,32400.0,32500.0,52.2
2011,Allamakee,14925.205714285714,105442.13828571427,12006.770285714287,37047.200000000004,92500.0,86900.0,173.3,29700.0,29900.0,52.1
2012,Allamakee,15308.0,107184.0,12115.0,38715.0,96500.0,83300.0,153.6,30400.0,30500.0,52.2
2013,Allamakee,15830.062857142855,106762.04114285712,12267.55314285714,39612.6,88500.0,78100.0,162.1,31500.0,31700.0,50.7
2014,Allamakee,16491.394285714287,104176.2617142857,12464.429714285714,39740.0,94500.0,80400.0,175.6,30400.0,30600.0,50.6
2015,Allamakee,17291.994285714285,99426.6617142857,12705.629714285713,39097.2,90000.0,82400.0,175.4,34400.0,34600.0,54.1
2016,Allamakee,18231.86285714286,92513.24114285715,12991.153142857143,37684.2,92000.0,76700.0,205.1,31800.0,32200.0,56.8
2017,Allamakee,19311.0,83436.0,13321.0,35501.0,91500.0,76100.0,190.5,34500.0,34700.0,52.6
2018,Allamakee,20529.405714285716,72194.9382857143,13695.170285714286,32547.6,93500.0,73700.0,198.4,32400.0,32700.0,52.8
2019,Allamakee,21887.08,58790.056,14113.664,28824.000000000007,97500.0,83200.0,187.2,32400.0,32700.0,52.8
1997,Black Hawk,3638.0,169969.0,1476.0,31367.66666666667,137900.0,135500.0,138.5,112400.0,113500.0,48.2
1998,Black Hawk,3620.4857142857145,170184.4045714286,1413.4445714285714,25501.199999999997,146900.0,144500.0,146.7,114400.0,114900.0,52.5
1999,Black Hawk,3605.6285714285714,169441.60685714285,1361.566857142857,20429.8,139000.0,136700.0,152.4,118800.0,119000.0,50.7
2000,Black Hawk,3593.4285714285716,167740.60685714285,1320.366857142857,16153.466666666667,140000.0,137700.0,144.0,116600.0,117000.0,45.9
2001,Black Hawk,3583.885714285714,165081.40457142857,1289.8445714285713,12672.2,135000.0,132600.0,162.7,118700.0,120000.0,46.1
2002,Black Hawk,3577.0,161464.0,1270.0,9986.0,135000.0,133000.0,176.7,115400.0,116000.0,51.4
2003,Black Hawk,3572.7714285714287,156888.39314285715,1260.8331428571428,8094.866666666668,139000.0,136500.0,151.3,113500.0,114000.0,24.7
2004,Black Hawk,3571.2,151354.58400000003,1262.344,6998.799999999999,140000.0,138000.0,178.1,111500.0,112000.0,50.6
2005,Black Hawk,3581.4285714285716,145760.01485714287,1269.7748571428572,6697.8,146000.0,144000.0,180.7,107800.0,108500.0,54.4
2006,Black Hawk,3658.314285714286,145489.33942857146,1254.5794285714287,7191.866666666667,140500.0,139400.0,185.5,109700.0,110500.0,53.4
2007,Black Hawk,3811.0,151440.0,1212.0,8481.0,160000.0,158500.0,176.7,90400.0,90500.0,52.8
2008,Black Hawk,4039.485714285715,163611.9965714286,1142.0365714285717,10565.2,143500.0,139000.0,165.0,105500.0,106000.0,50.0
2009,Black Hawk,4343.771428571429,182005.32914285717,1044.6891428571428,13444.466666666665,151500.0,148500.0,173.2,97400.0,98000.0,47.5
2010,Black Hawk,4698.280000000001,205271.464,927.3439999999999,16883.13333333333,147000.0,144000.0,170.4,102000.0,102500.0,52.2
2011,Black Hawk,4949.548571428571,225319.19885714288,834.318857142857,19467.2,157000.0,155800.0,186.1,92400.0,93000.0,55.7
2012,Black Hawk,5072.0,240800.0,773.0,20961.0,155500.0,152500.0,126.4,93500.0,94000.0,44.5
2013,Black Hawk,5065.634285714285,251713.86742857145,743.3874285714285,21364.533333333333,147500.0,140800.0,166.1,94900.0,95500.0,47.2
2014,Black Hawk,4930.4514285714295,258060.80114285715,745.4811428571428,20677.800000000003,148500.0,145200.0,165.2,95700.0,96600.0,49.2
2015,Black Hawk,4666.451428571429,259840.80114285715,779.2811428571428,18900.8,145500.0,143400.0,192.9,98900.0,99300.0,56.0
2016,Black Hawk,4273.634285714286,257053.86742857145,844.7874285714286,16033.533333333333,154000.0,152100.0,206.4,89300.0,90200.0,61.8
2017,Black Hawk,3752.0,249700.0,942.0,12076.0,143500.0,142200.0,209.2,93600.0,94200.0,59.5
2018,Black Hawk,3101.5485714285714,237779.19885714288,1070.9188571428572,7028.199999999999,146500.0,142500.0,206.2,92500.0,93400.0,58.4
2019,Black Hawk,2322.28,221291.46399999998,1231.544,890.133333333335,147000.0,145100.0,205.1,88700.0,89600.0,51.9
1997,Bremer,4001.0,88325.0,5317.0,26747.833333333343,111800.0,108800.0,145.6,84500.0,85500.0,48.6
1998,Bremer,3732.870857142858,101681.29371428573,5124.216,23241.559999999998,112500.0,109800.0,157.9,85800.0,86200.0,53.7
1999,Bremer,3550.5062857142857,112264.34057142856,4906.223999999999,20199.639999999992,112000.0,107800.0,162.6,88100.0,89000.0,52.0
2000,Bremer,3453.906285714286,120074.14057142858,4663.023999999999,17622.073333333334,113000.0,108600.0,151.3,90800.0,91000.0,52.8
2001,Bremer,3443.070857142857,125110.6937142857,4394.615999999999,15508.860000000002,108000.0,103800.0,161.0,94500.0,95000.0,44.6
2002,Bremer,3518.0,127374.0,4101.0,13860.0,116000.0,113000.0,184.1,88800.0,89000.0,52.5
2003,Bremer,3678.693714285714,126864.05942857143,3782.176,12675.493333333336,115000.0,112000.0,152.7,88600.0,89000.0,23.7
2004,Bremer,3925.152,123580.872,3438.1440000000002,11955.339999999998,117500.0,114500.0,184.5,84600.0,85000.0,49.7
2005,Bremer,4226.530285714286,118558.12457142856,3090.1519999999996,11699.54,119000.0,116000.0,193.0,84100.0,84500.0,58.8
2006,Bremer,4397.761142857144,117997.9382857143,2865.688,11908.093333333332,117000.0,114900.0,183.1,84100.0,84500.0,52.1
2007,Bremer,4408.0,122934.0,2786.0,12581.0,135500.0,133000.0,181.4,65900.0,66000.0,54.1
2008,Bremer,4257.246857142858,133366.30971428572,2851.0880000000006,13718.26,125500.0,120500.0,161.0,76100.0,76500.0,45.0
2009,Bremer,3945.5017142857146,149294.86742857145,3060.952,15319.873333333333,122000.0,118500.0,188.9,74500.0,76000.0,51.0
2010,Bremer,3510.8720000000003,169252.272,3383.5840000000003,17266.086666666666,124500.0,121000.0,174.6,73200.0,73500.0,52.7
2011,Bremer,3182.002285714286,184434.1165714286,3626.9360000000006,18838.38,130000.0,126900.0,196.5,68100.0,68600.0,56.0
2012,Bremer,2997.0,193373.0,3759.0,19917.0,132500.0,128400.0,133.3,65900.0,66200.0,46.7
2013,Bremer,2955.8651428571425,196068.9222857143,3779.776,20501.946666666667,126500.0,123000.0,175.1,68600.0,68900.0,49.9
2014,Bremer,3058.5977142857146,192521.88342857145,3689.2640000000006,20593.220000000005,124500.0,121800.0,159.0,74400.0,74800.0,48.2
2015,Bremer,3305.197714285714,182731.88342857143,3487.464,20190.82,123000.0,119700.0,203.1,75100.0,75400.0,59.4
2016,Bremer,3695.665142857143,166698.9222857143,3174.376,19294.74666666667,129000.0,127000.0,210.6,67100.0,68600.0,62.1
2017,Bremer,4230.0,144423.0,2750.0,17905.0,120000.0,117000.0,212.7,74700.0,75200.0,56.8
2018,Bremer,4908.202285714286,115904.11657142857,2214.336,16021.579999999998,124000.0,119900.0,212.4,67400.0,68300.0,57.3
2019,Bremer,5730.272,81142.272,1567.3839999999996,13644.486666666668,127500.0,125400.0,212.5,62600.0,63000.0,52.5
1997,Buchanan,5650.0,189445.0,3867.0,0.0,165000.0,161000.0,137.3,114800.0,116500.0,48.2
1998,Buchanan,5268.699428571429,174210.50171428573,3555.1302857142864,0.0,166700.0,164800.0,147.3,115600.0,115900.0,53.1
1999,Buchanan,4943.249142857142,164577.25257142857,3307.395428571428,0.0,151000.0,149200.0,152.2,121900.0,122000.0,49.1
2000,Buchanan,4673.649142857143,160545.2525714286,3123.795428571429,0.0,152000.0,149900.0,140.6,124800.0,125000.0,45.6
2001,Buchanan,4459.899428571428,162114.50171428573,3004.3302857142858,5326.960000000001,148000.0,145300.0,166.6,130300.0,131000.0,44.9
2002,Buchanan,4302.0,169285.0,2949.0,14349.0,157000.0,154000.0,183.1,120400.0,121000.0,49.3
2003,Buchanan,4199.950857142857,182056.74742857146,2957.8045714285718,21749.493333333336,160000.0,156500.0,159.4,116500.0,117000.0,25.9
2004,Buchanan,4153.7519999999995,200429.74400000004,3030.7440000000006,27528.439999999995,167000.0,164500.0,163.0,108700.0,110000.0,45.2
2005,Buchanan,4169.793142857143,223685.66057142857,3152.923428571429,31685.84,171000.0,167000.0,178.7,104800.0,105500.0,53.6
2006,Buchanan,4286.412571428572,247514.5222857143,3234.9737142857152,34221.693333333336,168000.0,166200.0,180.8,106000.0,106500.0,52.6
2007,Buchanan,4510.0,271198.0,3262.0,35136.0,197500.0,194900.0,173.9,76900.0,77000.0,50.7
2008,Buchanan,4840.55542857143,294736.09371428576,3234.0022857142862,34428.76,179500.0,171500.0,167.0,95900.0,96500.0,46.5
2009,Buchanan,5278.078857142858,318128.80342857144,3150.9805714285717,32099.973333333335,187000.0,182500.0,170.5,94900.0,95000.0,44.0
2010,Buchanan,5787.472000000001,340789.22400000005,3020.5840000000003,28418.146666666667,190500.0,187500.0,167.5,90500.0,91500.0,50.5
2011,Buchanan,6158.145142857144,359195.9245714286,2888.707428571429,24994.32,203000.0,201000.0,187.0,79000.0,79500.0,55.1
2012,Buchanan,6355.0,372762.0,2763.0,22097.0,205500.0,202000.0,140.4,80400.0,80800.0,47.1
